OMIM	OMIM_NAME	DO	DO_NAME	CLASS	CLASS_NAME
OMIM:125852	DIABETES MELLITUS, INSULIN-DEPENDENT, 2	DOID:9744	Type 1 Diabetes Mellitus	DOID:0060158	Acquired Metabolic Disease
OMIM:125853	DIABETES MELLITUS, NONINSULIN-DEPENDENT; NIDDM	DOID:9352	Type 2 Diabetes Mellitus	DOID:0060158	Acquired Metabolic Disease
OMIM:126200	MULTIPLE SCLEROSIS, SUSCEPTIBILITY TO; MS	DOID:2377	Multiple Sclerosis	DOID:863	Nervous System Disease
OMIM:126600	DOYNE HONEYCOMB RETINAL DYSTROPHY; DHRD	DOID:12318	Corneal Granular Dystrophy	DOID:863	Nervous System Disease
OMIM:126700	BASAL LAMINAR DRUSEN	DOID:2569	Retinal Drusen	DOID:863	Nervous System Disease
OMIM:127000	KENNY-CAFFEY SYNDROME, TYPE 2; KCS2	DOID:4257	Caffey Disease	DOID:17	Musculoskeletal System Disease
OMIM:127300	LERI-WEILL DYSCHONDROSTEOSIS; LWD	DOID:12721	Multiple Epiphyseal Dysplasia	DOID:17	Musculoskeletal System Disease
OMIM:127400	DYSCHROMATOSIS SYMMETRICA HEREDITARIA; DSH	DOID:0060257	Dyschromatosis Symmetrica Hereditaria	DOID:16	Integumentary System Disease
OMIM:127550	DYSKERATOSIS CONGENITA, AUTOSOMAL DOMINANT 1; DKCA1	DOID:2729	Dyskeratosis Congenita	DOID:16	Integumentary System Disease
OMIM:127700	DYSLEXIA, SUSCEPTIBILITY TO, 1; DYX1	DOID:4428	Dyslexia	DOID:0060037	Developmental Disorder of Mental Health
OMIM:127750	DEMENTIA, LEWY BODY; DLB	DOID:12217	Lewy Body Dementia	DOID:863	Nervous System Disease
OMIM:128100	DYSTONIA 1, TORSION, AUTOSOMAL DOMINANT; DYT1	DOID:0050835	Generalized Dystonia	DOID:863	Nervous System Disease
OMIM:128101	DYSTONIA 4, TORSION, AUTOSOMAL DOMINANT; DYT4	DOID:0050835	Generalized Dystonia	DOID:863	Nervous System Disease
OMIM:128200	EPISODIC KINESIGENIC DYSKINESIA 1; EKD1	DOID:543	Dystonia	DOID:863	Nervous System Disease
OMIM:128230	DYSTONIA, DOPA-RESPONSIVE; DRD	DOID:0050835	Generalized Dystonia	DOID:863	Nervous System Disease
OMIM:128235	DYSTONIA 12; DYT12	DOID:0050835	Generalized Dystonia	DOID:863	Nervous System Disease
OMIM:129400	RAPP-HODGKIN SYNDROME; RHS	DOID:0060330	Rapp-Hodgkin Syndrome	DOID:0050177	Monogenic Disease
OMIM:129490	ECTODERMAL DYSPLASIA 10A, HYPOHIDROTIC/HAIR/NAIL TYPE, AUTOSOMAL DOMINANT; ECTD10A	DOID:14793	Hypohidrotic Ectodermal Dysplasia	DOID:0050177	Monogenic Disease
OMIM:129500	CLOUSTON SYNDROME	DOID:14693	Clouston Syndrome	DOID:0050177	Monogenic Disease
OMIM:129600	ECTOPIA LENTIS 1, ISOLATED, AUTOSOMAL DOMINANT; ECTOL1	NA	NA	NA	NA
OMIM:130000	EHLERS-DANLOS SYNDROME, CLASSIC TYPE	DOID:14720	Type I Ehlers-Danlos Syndrome	DOID:17	Musculoskeletal System Disease
OMIM:130020	EHLERS-DANLOS SYNDROME, HYPERMOBILITY TYPE	DOID:14757	Type III Ehlers-Danlos Syndrome	DOID:17	Musculoskeletal System Disease
OMIM:130050	EHLERS-DANLOS SYNDROME, TYPE IV, AUTOSOMAL DOMINANT	DOID:14756	Autosomal Dominant Type IV Ehlers-Danlos Syndrome	DOID:17	Musculoskeletal System Disease
OMIM:130060	EHLERS-DANLOS SYNDROME, TYPE VII, AUTOSOMAL DOMINANT	DOID:13359	Ehlers-Danlos Syndrome	DOID:17	Musculoskeletal System Disease
OMIM:130070	EHLERS-DANLOS SYNDROME WITH SHORT STATURE AND LIMB ANOMALIES; EDSSLA	DOID:13359	Ehlers-Danlos Syndrome	DOID:17	Musculoskeletal System Disease
OMIM:130080	EHLERS-DANLOS SYNDROME, PERIODONTAL TYPE, 1; EDSPD1	NA	NA	NA	NA
OMIM:130600	ELLIPTOCYTOSIS 2; EL2	DOID:2373	Hereditary Elliptocytosis	DOID:2914	Immune System Disease
OMIM:130650	BECKWITH-WIEDEMANN SYNDROME; BWS	DOID:5572	Beckwith-Wiedemann Syndrome	NA	NA
OMIM:130720	LATERAL MENINGOCELE SYNDROME; LMNS	NA	NA	NA	NA
OMIM:130900	AMELOGENESIS IMPERFECTA, TYPE III; AI3	DOID:2187	Amelogenesis Imperfecta	DOID:77	Gastrointestinal System Disease
OMIM:131100	MULTIPLE ENDOCRINE NEOPLASIA, TYPE I; MEN1	DOID:10017	Multiple Endocrine Neoplasia Type 1	DOID:0050177	Monogenic Disease
OMIM:131300	CAMURATI-ENGELMANN DISEASE; CAEND	DOID:4997	Camurati-Engelmann Disease	DOID:17	Musculoskeletal System Disease
OMIM:131705	TRANSIENT BULLOUS DERMOLYSIS OF THE NEWBORN; TBDN	DOID:4959	Epidermolysis Bullosa Dystrophica	DOID:16	Integumentary System Disease
OMIM:131750	EPIDERMOLYSIS BULLOSA DYSTROPHICA, AUTOSOMAL DOMINANT; DDEB	DOID:4959	Epidermolysis Bullosa Dystrophica	DOID:16	Integumentary System Disease
OMIM:131760	EPIDERMOLYSIS BULLOSA SIMPLEX, DOWLING-MEARA TYPE; EBSDM	DOID:4644	Epidermolysis Bullosa Simplex	DOID:16	Integumentary System Disease
OMIM:131800	EPIDERMOLYSIS BULLOSA SIMPLEX, LOCALIZED	DOID:4644	Epidermolysis Bullosa Simplex	DOID:16	Integumentary System Disease
OMIM:131850	EPIDERMOLYSIS BULLOSA DYSTROPHICA, PRETIBIAL	DOID:4959	Epidermolysis Bullosa Dystrophica	DOID:16	Integumentary System Disease
OMIM:131900	EPIDERMOLYSIS BULLOSA SIMPLEX, GENERALIZED	DOID:4644	Epidermolysis Bullosa Simplex	DOID:16	Integumentary System Disease
OMIM:131950	EPIDERMOLYSIS BULLOSA SIMPLEX, OGNA TYPE; EBSOG	DOID:4644	Epidermolysis Bullosa Simplex	DOID:16	Integumentary System Disease
OMIM:131960	EPIDERMOLYSIS BULLOSA SIMPLEX WITH MOTTLED PIGMENTATION; EBSMP	DOID:4644	Epidermolysis Bullosa Simplex	DOID:16	Integumentary System Disease
OMIM:132000	EPIDERMOLYSIS BULLOSA WITH CONGENITAL LOCALIZED ABSENCE OF SKIN AND DEFORMITY OF NAILS	DOID:4959	Epidermolysis Bullosa Dystrophica	DOID:16	Integumentary System Disease
OMIM:132400	EPIPHYSEAL DYSPLASIA, MULTIPLE, 1; EDM1	DOID:12721	Multiple Epiphyseal Dysplasia	DOID:17	Musculoskeletal System Disease
OMIM:132450	EPIPHYSEAL DYSPLASIA, MULTIPLE, WITH MYOPIA AND CONDUCTIVE DEAFNESS; EDMMD	DOID:11830	Myopia	DOID:863	Nervous System Disease
OMIM:132600	PILOMATRIXOMA	DOID:5374	Pilomatrixoma	DOID:0060072	Benign Neoplasm
OMIM:132700	CYLINDROMATOSIS, FAMILIAL	DOID:3165	Skin Benign Neoplasm	DOID:0060072	Benign Neoplasm
OMIM:132800	MULTIPLE SELF-HEALING SQUAMOUS EPITHELIOMA, SUSCEPTIBILITY TO; MSSE	DOID:305	Carcinoma	DOID:162	Cancer
OMIM:132900	AORTIC ANEURYSM, FAMILIAL THORACIC 4; AAT4	DOID:14004	Thoracic Aortic Aneurysm	DOID:1287	Cardiovascular System Disease
OMIM:133020	ERYTHERMALGIA, PRIMARY	DOID:9240	Erythromelalgia	DOID:1287	Cardiovascular System Disease
OMIM:133100	ERYTHROCYTOSIS, FAMILIAL, 1; ECYT1	DOID:10780	Primary Polycythemia	DOID:2914	Immune System Disease
OMIM:133190	SPINOCEREBELLAR ATAXIA 34; SCA34	DOID:37	Skin Disease	DOID:16	Integumentary System Disease
OMIM:133200	ERYTHROKERATODERMIA VARIABILIS ET PROGRESSIVA; EKVP	DOID:0050467	Erythrokeratodermia Variabilis	DOID:16	Integumentary System Disease
OMIM:133239	ESOPHAGEAL CANCER	DOID:3748	Esophagus Squamous Cell Carcinoma	DOID:162	Cancer
OMIM:133540	COCKAYNE SYNDROME B; CSB	DOID:2962	Cockayne Syndrome	DOID:0050177	Monogenic Disease
OMIM:133700	EXOSTOSES, MULTIPLE, TYPE I	DOID:206	Hereditary Multiple Exostoses	DOID:17	Musculoskeletal System Disease
OMIM:133701	EXOSTOSES, MULTIPLE, TYPE II	DOID:206	Hereditary Multiple Exostoses	DOID:17	Musculoskeletal System Disease
OMIM:133780	EXUDATIVE VITREORETINOPATHY 1; EVR1	DOID:0050535	Exudative Vitreoretinopathy	DOID:863	Nervous System Disease
OMIM:134610	FAMILIAL MEDITERRANEAN FEVER, AUTOSOMAL DOMINANT	DOID:2987	Familial Mediterranean Fever	DOID:2914	Immune System Disease
OMIM:134700	FAVISM, SUSCEPTIBILITY TO	NA	NA	NA	NA
OMIM:135100	FIBRODYSPLASIA OSSIFICANS PROGRESSIVA; FOP	DOID:13374	Fibrodysplasia Ossificans Progressiva	DOID:17	Musculoskeletal System Disease
OMIM:135150	BIRT-HOGG-DUBE SYNDROME; BHD	DOID:0050676	Birt-Hogg-Dube Syndrome	DOID:0050177	Monogenic Disease
OMIM:135290	DESMOID DISEASE, HEREDITARY	DOID:0050424	Familial Adenomatous Polyposis	DOID:0050177	Monogenic Disease
OMIM:135300	FIBROMATOSIS, GINGIVAL, 1; GINGF1	DOID:3086	Gingival Overgrowth	DOID:77	Gastrointestinal System Disease
OMIM:135500	ZIMMERMANN-LABAND SYNDROME 1; ZLS1	NA	NA	NA	NA
OMIM:135700	FIBROSIS OF EXTRAOCULAR MUSCLES, CONGENITAL, 1; CFEOM1	DOID:10235	Brown's Tendon Sheath Syndrome	DOID:863	Nervous System Disease
OMIM:135750	LAURIN-SANDROW SYNDROME; LSS	DOID:17	Musculoskeletal System Disease	NA	NA
OMIM:135900	COFFIN-SIRIS SYNDROME 1; CSS1	NA	NA	NA	NA
OMIM:136000	ADERMATOGLYPHIA; ADERM	DOID:37	Skin Disease	DOID:16	Integumentary System Disease
OMIM:136120	FISH-EYE DISEASE; FED	DOID:1391	Norum Disease	DOID:655	Inherited Metabolic Disorder
OMIM:136140	FLOATING-HARBOR SYNDROME; FLHS	DOID:1657	Ventricular Septal Defect	DOID:1287	Cardiovascular System Disease
OMIM:136520	FOVEAL HYPOPLASIA 1; FVH1	NA	NA	NA	NA
OMIM:136630	MENTAL RETARDATION, FRA12A TYPE	DOID:1059	Intellectual Disability	DOID:0060037	Developmental Disorder of Mental Health
OMIM:136680	FRASIER SYNDROME	DOID:0050438	Frasier Syndrome	DOID:0050177	Monogenic Disease
OMIM:136760	FRONTONASAL DYSPLASIA 1; FND1	DOID:17	Musculoskeletal System Disease	NA	NA
OMIM:136800	CORNEAL DYSTROPHY, FUCHS ENDOTHELIAL, 1; FECD1	DOID:11555	Fuchs' Endothelial Dystrophy	DOID:863	Nervous System Disease
OMIM:136880	FUNDUS ALBIPUNCTATUS	DOID:11105	Fundus Albipunctatus	DOID:863	Nervous System Disease
OMIM:136900	SORSBY FUNDUS DYSTROPHY; SFD	DOID:10871	Age Related Macular Degeneration	DOID:863	Nervous System Disease
OMIM:137200	NEUROMYOTONIA AND AXONAL NEUROPATHY, AUTOSOMAL RECESSIVE; NMAN	DOID:0050526	Gamstorp-Wohlfart Syndrome	NA	NA
OMIM:137215	GASTRIC CANCER, HEREDITARY DIFFUSE; HDGC	DOID:10534	Stomach Cancer	DOID:162	Cancer
OMIM:137245	LYMPHOMA, MUCOSA-ASSOCIATED LYMPHOID TYPE	DOID:10540	Gastric Lymphoma	DOID:162	Cancer
OMIM:137440	GERSTMANN-STRAUSSLER DISEASE; GSD	DOID:4249	Gerstmann-Straussler-Scheinker Syndrome	DOID:863	Nervous System Disease
OMIM:137550	MELANOCYTIC NEVUS SYNDROME, CONGENITAL; CMNS	DOID:3165	Skin Benign Neoplasm	DOID:0060072	Benign Neoplasm
OMIM:137580	GILLES DE LA TOURETTE SYNDROME; GTS	DOID:11119	Gilles De La Tourette Syndrome	DOID:0060037	Developmental Disorder of Mental Health
OMIM:137600	IRIDOGONIODYSGENESIS, TYPE 2; IRID2	DOID:0050786	Iridogoniodysgenesis Syndrome	DOID:0050177	Monogenic Disease
OMIM:137750	GLAUCOMA 1, OPEN ANGLE, A; GLC1A	DOID:1067	Open-Angle Glaucoma	DOID:863	Nervous System Disease
OMIM:137760	GLAUCOMA, PRIMARY OPEN ANGLE; POAG	DOID:1070	Primary Open Angle Glaucoma	DOID:863	Nervous System Disease
OMIM:137800	GLIOMA SUSCEPTIBILITY 1; GLM1	DOID:3070	Malignant Glioma	DOID:162	Cancer
OMIM:137920	RENAL CYSTS AND DIABETES SYNDROME; RCAD	DOID:0050524	Maturity-Onset Diabetes of the Young	NA	NA
OMIM:137940	HYPOTRICHOSIS-LYMPHEDEMA-TELANGIECTASIA-RENAL DEFECT SYNDROME; HLTRS	NA	NA	NA	NA
OMIM:138000	GLOMUVENOUS MALFORMATIONS; GVM	DOID:2431	Glomus Tumor	DOID:162	Cancer
OMIM:138500	HYPERGLYCINURIA	DOID:9252	Amino Acid Metabolic Disorder	DOID:655	Inherited Metabolic Disorder
OMIM:138800	GOITER, MULTINODULAR 1, WITH OR WITHOUT SERTOLI-LEYDIG CELL TUMORS; MNG1	DOID:0050489	Multinodular Goiter	DOID:28	Endocrine System Disease
OMIM:138900	URIC ACID CONCENTRATION, SERUM, QUANTITATIVE TRAIT LOCUS 1; UAQTL1	NA	NA	NA	NA
OMIM:139090	GRAY PLATELET SYNDROME; GPS	DOID:2218	Blood Platelet Disease	DOID:2914	Immune System Disease
OMIM:139210	MYHRE SYNDROME; MYHRS	DOID:11383	Cryptorchidism	NA	NA
OMIM:139300	AROMATASE EXCESS SYNDROME; AEXS	DOID:11603	Infant Gynecomastia	DOID:0060118	Thoracic Disease
OMIM:139393	GUILLAIN-BARRE SYNDROME, FAMILIAL; GBS	DOID:12842	Guillain-Barre Syndrome	DOID:2914	Immune System Disease
OMIM:140000	HAND-FOOT-GENITAL SYNDROME; HFG	DOID:17	Musculoskeletal System Disease	NA	NA
OMIM:140300	HASHIMOTO THYROIDITIS	DOID:7188	Autoimmune Thyroiditis	DOID:2914	Immune System Disease
OMIM:140350	HAWKINSINURIA	DOID:9275	Tyrosinemia	DOID:655	Inherited Metabolic Disorder
OMIM:140600	OSTEOARTHRITIS SUSCEPTIBILITY 2; OS2	DOID:8398	Osteoarthritis	DOID:17	Musculoskeletal System Disease
OMIM:140700	HEINZ BODY ANEMIAS	DOID:589	Congenital Hemolytic Anemia	DOID:2914	Immune System Disease
OMIM:141200	HEMATURIA, BENIGN FAMILIAL; BFH	NA	NA	NA	NA
OMIM:141500	MIGRAINE, FAMILIAL HEMIPLEGIC, 1; FHM1	DOID:0060178	Familial Hemiplegic Migraine	DOID:863	Nervous System Disease
OMIM:141749	FETAL HEMOGLOBIN QUANTITATIVE TRAIT LOCUS 1; HBFQTL1	DOID:12241	Beta Thalassemia	DOID:0050177	Monogenic Disease
OMIM:142330	HEPATIC ADENOMAS, FAMILIAL	DOID:3172	Papillary Adenoma	DOID:0060072	Benign Neoplasm
OMIM:142623	HIRSCHSPRUNG DISEASE, SUSCEPTIBILITY TO, 1; HSCR1	DOID:10487	Hirschsprung's Disease	DOID:77	Gastrointestinal System Disease
OMIM:142669	BEUKES HIP DYSPLASIA; BHD	NA	NA	NA	NA
OMIM:142680	PERIODIC FEVER, FAMILIAL, AUTOSOMAL DOMINANT	DOID:37	Skin Disease	DOID:16	Integumentary System Disease
OMIM:142690	ACNE INVERSA, FAMILIAL, 1; ACNINV1	DOID:2280	Hidradenitis Suppurativa	DOID:16	Integumentary System Disease
OMIM:142900	HOLT-ORAM SYNDROME; HOS	DOID:1682	Congenital Heart Disease	DOID:1287	Cardiovascular System Disease
OMIM:142945	HOLOPROSENCEPHALY 3; HPE3	DOID:4621	Holoprosencephaly	DOID:2490	Congenital Nervous System Abnormality
OMIM:142946	HOLOPROSENCEPHALY 4; HPE4	DOID:4621	Holoprosencephaly	DOID:2490	Congenital Nervous System Abnormality
OMIM:143095	SPONDYLOEPIPHYSEAL DYSPLASIA WITH CONGENITAL JOINT DISLOCATIONS; SEDCJD	DOID:0050813	Spondyloepiphyseal Dysplasia with Congenital Joint Dislocations	DOID:17	Musculoskeletal System Disease
OMIM:143100	HUNTINGTON DISEASE; HD	DOID:12858	Huntington's Disease	DOID:863	Nervous System Disease
OMIM:143200	WAGNER VITREORETINOPATHY; WGVRP	DOID:8466	Retinal Degeneration	DOID:863	Nervous System Disease
OMIM:143400	CONGENITAL ANOMALIES OF KIDNEY AND URINARY TRACT 2	NA	NA	NA	NA
OMIM:143465	ATTENTION DEFICIT-HYPERACTIVITY DISORDER; ADHD	DOID:1094	Attention Deficit Hyperactivity Disorder	DOID:0060037	Developmental Disorder of Mental Health
OMIM:143470	HYPERALPHALIPOPROTEINEMIA 1; HALP1	NA	NA	NA	NA
OMIM:143500	GILBERT SYNDROME	DOID:2739	Gilbert Syndrome	DOID:655	Inherited Metabolic Disorder
OMIM:143860	HYPERCHLORHIDROSIS, ISOLATED	NA	NA	NA	NA
OMIM:143870	HYPERCALCIURIA, ABSORPTIVE, 2; HCA2	NA	NA	NA	NA
OMIM:143880	HYPERCALCEMIA, INFANTILE, 1; HCINF1	DOID:12678	Hypercalcemia	DOID:0060158	Acquired Metabolic Disease
OMIM:143890	HYPERCHOLESTEROLEMIA, FAMILIAL	DOID:13810	Familial Hypercholesterolemia	DOID:655	Inherited Metabolic Disorder
OMIM:144010	HYPERCHOLESTEROLEMIA, AUTOSOMAL DOMINANT, TYPE B	DOID:13810	Familial Hypercholesterolemia	DOID:655	Inherited Metabolic Disorder
OMIM:144200	PALMOPLANTAR KERATODERMA, EPIDERMOLYTIC; EPPK	DOID:0050428	Nonepidermolytic Palmoplantar Keratoderma	DOID:16	Integumentary System Disease
OMIM:144250	HYPERLIPIDEMIA, FAMILIAL COMBINED; FCHL	DOID:13809	Familial Combined Hyperlipidemia	DOID:655	Inherited Metabolic Disorder
OMIM:144650	HYPERLIPOPROTEINEMIA, TYPE V	DOID:1171	Hyperlipoproteinemia Type v	DOID:655	Inherited Metabolic Disorder
OMIM:144700	RENAL CELL CARCINOMA, NONPAPILLARY; RCC	DOID:0050387	Nonpapillary Renal Cell Carcinoma	DOID:162	Cancer
OMIM:144750	ENDOSTEAL HYPEROSTOSIS, AUTOSOMAL DOMINANT	DOID:4257	Caffey Disease	DOID:17	Musculoskeletal System Disease
OMIM:145000	HYPERPARATHYROIDISM 1; HRPT1	DOID:13543	Hyperparathyroidism	DOID:28	Endocrine System Disease
OMIM:145001	HYPERPARATHYROIDISM 2; HRPT2	DOID:13543	Hyperparathyroidism	DOID:28	Endocrine System Disease
OMIM:145250	HYPERPIGMENTATION WITH OR WITHOUT HYPOPIGMENTATION, FAMILIAL PROGRESSIVE; FPHH	DOID:3156	Incontinentia Pigmenti Achromians	DOID:16	Integumentary System Disease
OMIM:145410	OPITZ GBBB SYNDROME, TYPE II; GBBB2	DOID:0050780	Opitz-GBBB Syndrome	DOID:0050177	Monogenic Disease
OMIM:145500	HYPERTENSION, ESSENTIAL	DOID:10825	Essential Hypertension	DOID:1287	Cardiovascular System Disease
OMIM:145600	MALIGNANT HYPERTHERMIA, SUSCEPTIBILITY TO, 1; MHS1	DOID:8545	Malignant Hyperthermia	NA	NA
OMIM:145650	THYROID HORMONE RESISTANCE, SELECTIVE PITUITARY; PRTH	DOID:7998	Hyperthyroidism	DOID:28	Endocrine System Disease
OMIM:145680	HYPERTHYROXINEMIA, DYSTRANSTHYRETINEMIC; DTTRH	DOID:2855	Hyperthyroxinemia	DOID:28	Endocrine System Disease
OMIM:145750	HYPERTRIGLYCERIDEMIA, FAMILIAL	DOID:0050527	Familial Hypertriglyceridemia	DOID:655	Inherited Metabolic Disorder
OMIM:145900	HYPERTROPHIC NEUROPATHY OF DEJERINE-SOTTAS	DOID:0050540	Charcot-Marie-Tooth Disease Type 3	DOID:863	Nervous System Disease
OMIM:145980	HYPOCALCIURIC HYPERCALCEMIA, FAMILIAL, TYPE I; HHC1	DOID:12678	Hypercalcemia	DOID:0060158	Acquired Metabolic Disease
OMIM:145981	HYPOCALCIURIC HYPERCALCEMIA, FAMILIAL, TYPE II; HHC2	DOID:12678	Hypercalcemia	DOID:0060158	Acquired Metabolic Disease
OMIM:146000	HYPOCHONDROPLASIA; HCH	DOID:28	Endocrine System Disease	NA	NA
OMIM:146110	HYPOGONADOTROPIC HYPOGONADISM 7 WITH OR WITHOUT ANOSMIA; HH7	DOID:1924	Hypogonadism	DOID:28	Endocrine System Disease
OMIM:146200	HYPOPARATHYROIDISM, FAMILIAL ISOLATED; FIH	DOID:11199	Hypoparathyroidism	DOID:28	Endocrine System Disease
OMIM:146255	HYPOPARATHYROIDISM, SENSORINEURAL DEAFNESS, AND RENAL DISEASE; HDR	DOID:10003	Sensorineural Hearing Loss	DOID:863	Nervous System Disease
OMIM:146300	HYPOPHOSPHATASIA, ADULT	DOID:14213	Hypophosphatasia	DOID:0050177	Monogenic Disease
OMIM:146500	MULTIPLE SYSTEM ATROPHY 1, SUSCEPTIBILITY TO; MSA1	DOID:4752	Multiple System Atrophy	DOID:863	Nervous System Disease
OMIM:146510	PALLISTER-HALL SYNDROME; PHS	DOID:9248	Pallister-Hall Syndrome	NA	NA
OMIM:146520	HYPOTRICHOSIS 2; HYPT2	DOID:4535	Hypotrichosis	DOID:16	Integumentary System Disease
OMIM:146550	HYPOTRICHOSIS 4; HYPT4	DOID:4535	Hypotrichosis	DOID:16	Integumentary System Disease
OMIM:146590	ICHTHYOSIS HYSTRIX, CURTH-MACKLIN TYPE; IHCM	DOID:8741	Seborrheic Dermatitis	DOID:16	Integumentary System Disease
OMIM:146700	ICHTHYOSIS VULGARIS	DOID:1702	Ichthyosis Vulgaris	DOID:0050177	Monogenic Disease
OMIM:146800	ICHTHYOSIS BULLOSA OF SIEMENS; IBS	DOID:37	Skin Disease	DOID:16	Integumentary System Disease
OMIM:147050	IgE RESPONSIVENESS, ATOPIC; IGER	DOID:1205	Allergic Hypersensitivity Disease	DOID:2914	Immune System Disease
OMIM:147060	HYPER-IgE RECURRENT INFECTION SYNDROME, AUTOSOMAL DOMINANT	DOID:3261	Job's Syndrome	DOID:2914	Immune System Disease
OMIM:147250	SOLITARY MEDIAN MAXILLARY CENTRAL INCISOR; SMMCI	DOID:0050591	Tooth Agenesis	DOID:77	Gastrointestinal System Disease
OMIM:147480	CHOLESTASIS, INTRAHEPATIC, OF PREGNANCY, 1; ICP1	DOID:1852	Intrahepatic Cholestasis	DOID:77	Gastrointestinal System Disease
OMIM:147750	IVIC SYNDROME	DOID:10488	Imperforate Anus	NA	NA
OMIM:147891	ISCHIOCOXOPODOPATELLAR SYNDROME; ICPPS	DOID:0080001	Bone Disease	DOID:17	Musculoskeletal System Disease
OMIM:147920	KABUKI SYNDROME 1; KABUK1	DOID:74	Hematopoietic System Disease	DOID:2914	Immune System Disease
OMIM:147950	HYPOGONADOTROPIC HYPOGONADISM 2 WITH OR WITHOUT ANOSMIA; HH2	DOID:3614	Kallmann Syndrome	DOID:28	Endocrine System Disease
OMIM:148000	KAPOSI SARCOMA, SUSCEPTIBILITY TO	DOID:8632	Kaposi's Sarcoma	DOID:162	Cancer
OMIM:148050	KBG SYNDROME; KBGS	DOID:14780	KBG Syndrome	NA	NA
OMIM:148190	KERATITIS, HEREDITARY	DOID:4677	Keratitis	DOID:863	Nervous System Disease
OMIM:148210	KERATITIS-ICHTHYOSIS-DEAFNESS SYNDROME, AUTOSOMAL DOMINANT	DOID:4677	Keratitis	DOID:863	Nervous System Disease
OMIM:148300	KERATOCONUS 1; KTCN1	DOID:10126	Keratoconus	DOID:863	Nervous System Disease
OMIM:148350	KERATODERMA, PALMOPLANTAR, WITH DEAFNESS	DOID:10003	Sensorineural Hearing Loss	DOID:863	Nervous System Disease
OMIM:148500	TYLOSIS WITH ESOPHAGEAL CANCER; TOC	DOID:5041	Esophageal Cancer	DOID:162	Cancer
OMIM:148600	PALMOPLANTAR KERATODERMA, PUNCTATE TYPE IA; PPKP1A	DOID:3390	Palmoplantar Keratosis	DOID:16	Integumentary System Disease
OMIM:148700	PALMOPLANTAR KERATODERMA I, STRIATE, FOCAL, OR DIFFUSE; PPKS1	DOID:3390	Palmoplantar Keratosis	DOID:16	Integumentary System Disease
OMIM:148820	WAARDENBURG SYNDROME, TYPE 3; WS3	DOID:9258	Waardenburg's Syndrome	DOID:0050177	Monogenic Disease
OMIM:149000	KLIPPEL-TRENAUNAY-WEBER SYNDROME	NA	NA	NA	NA
OMIM:149200	KNUCKLE PADS, LEUKONYCHIA, AND SENSORINEURAL DEAFNESS	DOID:0050658	Bart-Pumphrey Syndrome	DOID:0050177	Monogenic Disease
OMIM:149400	HYPEREKPLEXIA, HEREDITARY 1; HKPX1	DOID:423	Myopathy	DOID:17	Musculoskeletal System Disease
OMIM:149700	LACRIMAL DUCT DEFECT; LCDD	NA	NA	NA	NA
OMIM:149730	LACRIMOAURICULODENTODIGITAL SYNDROME; LADD	DOID:0050331	LADD Syndrome	DOID:0050177	Monogenic Disease
OMIM:150250	LARSEN SYNDROME; LRS	DOID:14764	Larsen Syndrome	DOID:0050177	Monogenic Disease
OMIM:150400	TOOTH AGENESIS, SELECTIVE, 4; STHAG4	DOID:0050591	Tooth Agenesis	DOID:77	Gastrointestinal System Disease
OMIM:150600	LEGG-CALVE-PERTHES DISEASE; LCPD	DOID:14415	Legg-Calve-Perthes Disease	DOID:17	Musculoskeletal System Disease
OMIM:150800	HEREDITARY LEIOMYOMATOSIS AND RENAL CELL CANCER; HLRCC	DOID:3165	Skin Benign Neoplasm	DOID:0060072	Benign Neoplasm
OMIM:151050	LENZ-MAJEWSKI HYPEROSTOTIC DWARFISM; LMHD	DOID:1059	Intellectual Disability	DOID:0060037	Developmental Disorder of Mental Health
OMIM:151100	LEOPARD SYNDROME 1; LPRD1	DOID:14291	LEOPARD Syndrome	DOID:0050177	Monogenic Disease
OMIM:151210	PLATYSPONDYLIC LETHAL SKELETAL DYSPLASIA, TORRANCE TYPE; PLSDT	DOID:13481	Thanatophoric Dysplasia	DOID:17	Musculoskeletal System Disease
OMIM:151600	NAIL DISORDER, NONSYNDROMIC CONGENITAL, 3; NDNC3	NA	NA	NA	NA
OMIM:151623	LI-FRAUMENI SYNDROME 1; LFS1	DOID:3012	Li-Fraumeni Syndrome	DOID:0050177	Monogenic Disease
OMIM:151660	LIPODYSTROPHY, FAMILIAL PARTIAL, TYPE 2; FPLD2	DOID:0050440	Familial Partial Lipodystrophy	DOID:16	Integumentary System Disease
OMIM:152700	SYSTEMIC LUPUS ERYTHEMATOSUS; SLE	DOID:9074	Systemic Lupus Erythematosus	DOID:2914	Immune System Disease
OMIM:152950	MICROCEPHALY WITH OR WITHOUT CHORIORETINOPATHY, LYMPHEDEMA, OR MENTAL RETARDATION; MCLMR	DOID:0060349	Microcephaly with or without Chorioretinopathy, Lymphedema, or Mental Retardation	NA	NA
OMIM:153100	LYMPHEDEMA, HEREDITARY, IA; LMPH1A	DOID:0050580	Hereditary Lymphedema	DOID:2914	Immune System Disease
OMIM:153400	LYMPHEDEMA-DISTICHIASIS SYNDROME	DOID:4977	Lymphedema	DOID:2914	Immune System Disease
OMIM:153480	BANNAYAN-RILEY-RUVALCABA SYNDROME; BRRS	DOID:0050657	Bannayan-Riley-Ruvalcaba Syndrome	DOID:0050177	Monogenic Disease
